词条ID,分类列表,英文原文,润色前,润色后,命中原因,来源文件示例
T002259,对话文本,"My father was a smith, and I learned his trade. I know such skills are in high demand. I will gladly sharpen blades and repair armor for my pay, but the one thing I ask from any master is the chance to rise in the world.",我父亲是铁匠，我继承了他的手艺。我知道这类技能很抢手。我乐意磨刀修甲来换取报酬，但我对任何主人只有一个要求：给我一个出人头地的机会。,我父亲是铁匠，我学了他的手艺。我知道这手艺很吃香。我乐意磨刀修甲来换报酬，但我对任何主人只有一个要求：给我一个出人头地的机会。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002260,对话文本,I can only hope that Heaven has prepared a reward for all the sorrow and suffering that I am about to relate to you.,我只能希望上天为我即将讲述的悲伤与苦难准备了奖赏。,我只希望上天能为我即将讲述的悲伤和苦难准备一份奖赏。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002261,对话文本,"I am a skilled mariner. I am from Quyaz. The blood of the Kannic people runs in my veins, and Kannic blood is half saltwater, so they say. I took to the sea at an early age as a navigator's apprentice, and by 20 I had accumulated enough to buy a share in a ship sailing the Jade Sea.",我是一名熟练的水手。我来自库亚兹。坎尼克人的血脉在我体内流淌，人们说坎尼克的血一半是海水。我早年便出海，给领航员当学徒，二十岁时攒够了钱，买下了一艘在玉海航行的船的股份。,我是个老练的水手。我来自库亚兹。坎尼克人的血在我血管里流，人们说坎尼克的血一半是海水。我从小出海，给领航员当学徒，二十岁时攒够了钱，买下了一艘在玉海航行的船的股份。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002262,对话文本,"Alas, our captain was a braggart. We were headed to Revyl with a cargo of dates and dyes. He wished to show his knowledge of the Bay of Ortygia, and took a quick route between the islands. Of course he was dashed on the rocks. I seized a timber, and was washed shore with a dozen other half-drowned survivors who had what I guess you could call luck.",唉，我们的船长是个吹牛大王。我们载着椰枣和染料前往雷维尔。他想炫耀自己对奥尔提吉亚湾的了解，便抄近道穿行于岛屿之间。结果船撞上了礁石。我抓住一根木头，和十几个半死不活的幸存者一起被冲上岸——我们大概算是幸运吧。,唉，我们的船长是个吹牛大王。我们载着椰枣和染料去雷维尔。他想显摆自己对奥尔提吉亚湾的了解，抄近道穿行岛屿之间。结果船撞上了礁石。我抓住一根木头，和十几个半死不活的幸存者一起被冲上岸——我们大概算是走运吧。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002263,对话文本,"My next voyage was on a felucca out of Zeonica heading eastward to Danustica. Pirates took us, and burnt it to the waterline. Then I took service on a dromon, fitted as a privateer, but we were caught by an unseasonal dust-storm that rolled off the Jabal Tamar and smashed us into a rock in the Gulf of Charas. Each time, destiny saw fit to spare me after first having paupered me.",我的下一次航行是在一艘从泽奥尼卡出发东行至达努斯蒂卡的帆船上。海盗劫持了我们，把船烧到吃水线。随后我上了一艘改装成私掠船的德罗蒙战舰，但一场不合时节的沙尘暴从贾巴尔塔玛尔山席卷而来，将我们撞碎在查拉斯湾的礁石上。每一次，命运都先让我一贫如洗，然后又饶我一命。,下一趟航行，我上了艘从泽奥尼卡出发东行至达努斯蒂卡的帆船。海盗劫了我们，把船烧到吃水线。后来我上了一艘改装成私掠船的德罗蒙战舰，但一场不合时节的沙尘暴从贾巴尔塔玛尔山刮来，把我们撞碎在查拉斯湾的礁石上。每一次，命运都先让我一贫如洗，然后又饶我一命。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002264,对话文本,"Great are your sorrows, but greater still your perseverance! Surely it shall be rewarded with riches.",你的苦难深重，但你的坚韧更甚！这必将以财富作为回报。,你的苦难深重，但你的坚韧更甚！这一定会换来财富的回报。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002265,对话文本,"Yeah, okay, maybe also consider that your destiny wants you to remain on dry land.",嗯，好吧，或许也该想想，你的命运是想让你待在陆地上。,嗯，好吧，也许也该想想，你的命运就是要你待在陆地上。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002266,对话文本,"Despite my sufferings I still yearn for travel and traffic. And none of these wrecks was any fault of my own. Misfortune is a good teacher, they say, and I think my knowledge is second to none in terms of what not to do when in command of a ship.",尽管遭受了这些苦难，我仍渴望旅行和贸易。而且这些海难都不是我的错。人们说，不幸是良师，我认为在指挥船只时不该做什么，我的知识无人能及。,尽管吃了这么多苦头，我依然渴望旅行和贸易。而且那些海难都不是我的错。人们说，不幸是良师，要论指挥船只时不该做什么，我的经验没人比得上。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002267,对话文本,"I'm a sailor out of Quyaz. We venture further from our homes than anyone else on the coast, and I believe that my knowledge of winds, currents and stars is the equal of any of my peers.",我是来自库亚兹的水手。我们比海岸上任何人都离家更远，我相信我对风、洋流和星辰的了解不逊于任何同行。,我是库亚兹出身的水手。我们比海岸上任何人都走得更远，我相信自己对风、洋流和星辰的了解不输给任何同行。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002269,对话文本,"I'm from Zeonica. In my youth, the archon was one Sulvanis, father of the current Garios. Now, let us say your empire is at peace with the Aserai and Vlandians, but their merchants are cutting into your pockets and you expect to be at war in the future. If one of your mariners sailed out of harbor with one ship and came back with two, would you question them too carefully?",我来自泽奥尼卡。我年轻时，执政官是苏尔瓦尼斯，即现任加里奥斯之父。这么说吧，假设你的帝国与阿塞莱和弗兰迪亚人和平相处，但他们的商人正在掏你的腰包，而你预计未来会开战。如果你的一个水手驾一艘船出港，却带回两艘，你会过于仔细地盘问他吗？,我来自泽奥尼卡。我年轻时，执政官是苏尔瓦尼斯，也就是现任加里奥斯的父亲。这么说吧，假设你的帝国与阿塞莱和弗兰迪亚人和平相处，但他们的商人正在掏你的腰包，而你预计将来会开战。如果你的一个水手驾一艘船出港，却带回两艘，你会刨根问底吗？,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002270,对话文本,"So here's where I come in... Let's say you have acquired a cheap Aserai shabak, by one means or the other. It was intended as a ship that could move goods from one place to another as cheaply as possible. But you want it refitted to be faster, with a lead-sheeted belly and some towers for archers, never mind why. My family and I specialized in adding them.",所以我的作用来了……假设你通过某种方式弄到了一艘便宜的阿塞莱沙巴克船。它原本设计为尽可能廉价地运输货物。但你想要改装它，使其更快，加上铅皮船底和弓箭手塔楼——别问为什么。我和我的家族专精于此。,所以我的用处来了……假设你通过某种方式弄到了一艘便宜的阿塞莱沙巴克船。它原本设计成尽可能廉价地运货。但你想把它改装得更快，加上铅皮船底和弓箭手塔楼——别问为什么。我和我的家族专精这个。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002271,对话文本,"But suppose again that you are the archon Garios, scheming to become emperor. You need a treaty with the sultan, sooner not later. And the sultan has his court full of aggrieved merchants. So you announce a list of men to be exiled, names that are known throughout the Perassic Sea as men of ingenuity and daring.",但再假设，你是执政官加里奥斯，正图谋成为皇帝。你需要尽快与苏丹缔结条约，越快越好。而苏丹的宫廷里满是心怀怨愤的商人。于是你宣布一份流放名单，上面都是佩拉海闻名遐迩的智勇之士。,但再假设，你是执政官加里奥斯，正图谋当皇帝。你需要尽快和苏丹缔结条约。而苏丹的宫廷里全是心怀怨愤的商人。于是你宣布一份流放名单，上面都是佩拉海闻名遐迩的智勇之士。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002274,对话文本,"I will say this. Many lords condemn us, but relatively few are willing to pass up the opportunity to employ us, at least not when they have ships to maintain.",我要说，许多贵族谴责我们，但相对而言，很少有人愿意放弃雇佣我们的机会——至少在他们有船要维护的时候不会。,我要说，许多贵族谴责我们，但愿意放弃雇佣我们机会的却没几个——至少在他们有船要维护的时候不会。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002275,对话文本,"I grew up in Zeonica. Corsairing is an honorable profession there. It hones the skills of the empire's sailors, between wars. I specialize in the construction and modification of corsair vessels, and may even have sailed on one from time to time.",我在泽奥尼卡长大。在那里，海盗是份荣誉的职业。它在战争间隙磨练帝国水手的技艺。我专攻海盗船建造与改装，偶尔也会驾船出海。,我在泽奥尼卡长大。在那里，海盗是份体面的职业。战争间隙，它磨练帝国水手的技艺。我专攻海盗船的建造与改装，偶尔也会驾船出海。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
T002276,对话文本,I am from Charas. I don't know how much you know of its recent past.,我来自查拉斯。不知你对它近来的历史了解多少。,我来自查拉斯。不知道你对它近来的历史了解多少。,对话/剧情全量润色,NavalDLC/ModuleData/naval_dialog_strings.xml
