术语ID,优先级,术语类型,英文术语,统一中文译名,分类列表,模块列表,出现次数,来源文件示例,备注
G03328,P1,国家文化家族,Mariwyn,马里温,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03329,P1,国家文化家族,Matha,马萨,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03330,P1,国家文化家族,Mattis,马蒂斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03331,P1,国家文化家族,Mavea,马韦亚,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03332,P1,国家文化家族,Mavinon,马维农,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03333,P1,国家文化家族,Melchea,梅尔切亚,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03334,P1,国家文化家族,Melind,梅林德,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03335,P1,国家文化家族,Melya,梅利亚,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03336,P1,国家文化家族,Menaclys,梅纳克利斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03337,P1,国家文化家族,Menar,梅纳尔,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03338,P1,国家文化家族,Menor,梅诺尔,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03339,P1,国家文化家族,Meones,梅奥内斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03340,P1,国家文化家族,Merovic,梅罗维克,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03341,P1,国家文化家族,Merteon,梅尔特翁,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03342,P1,国家文化家族,Mestricaros,梅斯特里卡罗斯,国家文化家族,SandBox,1,SandBox/ModuleData/spclans.xml,文化称呼与专名音译修订
G03343,P1,国家文化家族,Mikri,米克里,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03344,P1,国家文化家族,Milisa,米利萨,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03345,P1,国家文化家族,Miloch,米洛赫,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03346,P1,国家文化家族,Mirim,米里姆,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03347,P1,国家文化家族,Mitara,米塔拉,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03348,P1,国家文化家族,Mizam,米扎姆,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03349,P1,国家文化家族,Moera,莫埃拉,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03350,P1,国家文化家族,Mor,莫尔,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03351,P1,国家文化家族,Mornid,莫尼德,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03352,P1,国家文化家族,Morochoving,莫罗乔文,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03353,P1,国家文化家族,Morynon,莫里农,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03354,P1,国家文化家族,Mostiros,莫斯蒂罗斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03355,P1,国家文化家族,Mountain Bandits,山匪,国家文化家族,SandBox,1,SandBox/ModuleData/spclans.xml,文化称呼与专名音译修订
G03356,P1,国家文化家族,Mulum,穆卢姆,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03357,P1,国家文化家族,Munitides,穆尼提德斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03358,P1,国家文化家族,Mych,米赫,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03359,P1,国家文化家族,Mystesa,米斯特萨,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03360,P1,国家文化家族,Nal,纳尔,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03361,P1,国家文化家族,Nangkhut,南库特,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03362,P1,国家文化家族,Narmys,纳尔米斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03363,P1,国家文化家族,Nartiros,纳尔提罗斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03364,P1,国家文化家族,Naselos,纳塞洛斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03365,P1,国家文化家族,Nasmeen,纳斯米恩,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03366,P1,国家文化家族,Nathanys,纳萨尼斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03367,P1,国家文化家族,Natti,纳蒂,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03368,P1,国家文化家族,Natu,纳图,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03369,P1,国家文化家族,Nebranos,内布拉诺斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03370,P1,国家文化家族,Neretzes,内雷泽斯,国家文化家族,SandBox,1,SandBox/ModuleData/spclans.xml,文化称呼与专名音译修订
G03371,P1,国家文化家族,Nerhea,内尔希亚,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03372,P1,国家文化家族,Nerric,内里克,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03373,P1,国家文化家族,Nethor,内索尔,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03374,P1,国家文化家族,Nevig,内维格,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03375,P1,国家文化家族,Nia,尼亚,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03376,P1,国家文化家族,Nimanoving,尼马诺温,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03377,P1,国家文化家族,Nomanides,诺马尼德斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03378,P1,国家文化家族,Norbrand,诺布兰德,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03379,P1,国家文化家族,Norena,诺雷纳,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03380,P1,国家文化家族,Normund,诺蒙德,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03381,P1,国家文化家族,Norogur,诺罗古尔,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03382,P1,国家文化家族,northern Empire,北帝国,国家文化家族,SandBox,1,SandBox/ModuleData/spkingdoms.xml,文化称呼与专名音译修订
G03383,P1,国家文化家族,Northern Empire,北帝国,国家文化家族,SandBox,1,SandBox/ModuleData/spkingdoms.xml,文化称呼与专名音译修订
G03384,P1,国家文化家族,Nortos,诺托斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03385,P1,国家文化家族,Nyvia,尼维亚,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03386,P1,国家文化家族,Oana,奥阿纳,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03387,P1,国家文化家族,Oburit,奥布里特,国家文化家族,SandBox,1,SandBox/ModuleData/spclans.xml,文化称呼与专名音译修订
G03388,P1,国家文化家族,Ocheros,奥切罗斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03389,P1,国家文化家族,Ochivos,奥奇沃斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03390,P1,国家文化家族,Okhon,奥孔,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03391,P1,国家文化家族,Olawyn,奥拉温,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03392,P1,国家文化家族,Olguna,奥尔古纳,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03393,P1,国家文化家族,Olgurnond,奥尔古尔诺德,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03394,P1,国家文化家族,Olianar,奥利亚纳尔,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03395,P1,国家文化家族,Olichor,奥利科尔,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03396,P1,国家文化家族,Olither,奥利瑟,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03397,P1,国家文化家族,Olokhai,奥洛凯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03398,P1,国家文化家族,Olorun,奥洛伦,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03399,P1,国家文化家族,Ongker,翁克尔,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03400,P1,国家文化家族,Opynates,奥皮纳特斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03401,P1,国家文化家族,Orachos,奥拉科斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03402,P1,国家文化家族,Oranarit,奥拉纳里特,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03403,P1,国家文化家族,Orest,奥雷斯特,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03404,P1,国家文化家族,Orgunda,奥尔贡达,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03405,P1,国家文化家族,Ori,奥里,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03406,P1,国家文化家族,Orig,奥里格,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03407,P1,国家文化家族,Origand,奥里甘德,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03408,P1,国家文化家族,Ormidoving,奥尔米多温,国家文化家族,SandBox,1,SandBox/ModuleData/spclans.xml,文化称呼与专名音译修订
G03409,P1,国家文化家族,Orthol,奥索尔,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03410,P1,国家文化家族,Orunhard,奥伦哈德,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03411,P1,国家文化家族,Osarios,奥萨里奥斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03412,P1,国家文化家族,Osea,奥塞亚,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03413,P1,国家文化家族,Oshir,奥希尔,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03414,P1,国家文化家族,Ospak,奥斯帕克,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03415,P1,国家文化家族,Osric,奥斯里克,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03416,P1,国家文化家族,Osticos,奥斯提科斯,国家文化家族,SandBox,1,SandBox/ModuleData/spclans.xml,文化称呼与专名音译修订
G03417,P1,国家文化家族,Othalotos,奥萨洛托斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03418,P1,国家文化家族,Oto,奥托,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03419,P1,国家文化家族,Otsamides,奥察米德斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03420,P1,国家文化家族,Pacarios,帕卡里奥斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03421,P1,国家文化家族,Padmos,帕德莫斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03422,P1,国家文化家族,Palladios,帕拉迪奥斯,国家文化家族,SandBox,1,SandBox/ModuleData/spclans.xml,文化称呼与专名音译修订
G03423,P1,国家文化家族,Paltos,帕尔托斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03424,P1,国家文化家族,Palysira,帕利西拉,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03425,P1,国家文化家族,Papenbard,帕彭巴德,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03426,P1,国家文化家族,Patrys,帕特里斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03427,P1,国家文化家族,Pazhel,帕泽尔,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03428,P1,国家文化家族,Pekko,佩科,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03429,P1,国家文化家族,Pelicos,佩利科斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03430,P1,国家文化家族,Pelisor,佩利索尔,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03431,P1,国家文化家族,Penek,佩内克,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03432,P1,国家文化家族,Penestea,佩内斯特亚,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03433,P1,国家文化家族,Pera,佩拉,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03434,P1,国家文化家族,Peribard,佩里巴德,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03435,P1,国家文化家族,Perin,佩林,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03436,P1,国家文化家族,Pethros,佩斯罗斯,国家文化家族,SandBox,1,SandBox/ModuleData/spclans.xml,文化称呼与专名音译修订
G03437,P1,国家文化家族,Petta,佩塔,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03438,P1,国家文化家族,Phalentes,法伦特斯,国家文化家族,SandBox,1,SandBox/ModuleData/spclans.xml,文化称呼与专名音译修订
G03439,P1,国家文化家族,Phamynor,法米诺尔,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03440,P1,国家文化家族,Pharchasys,法卡西斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03441,P1,国家文化家族,Phelenos,菲勒诺斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03442,P1,国家文化家族,Phenigos,费尼戈斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03443,P1,国家文化家族,Phestos,菲斯托斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
G03444,P1,国家文化家族,Phirentos,菲伦托斯,国家文化家族,SandBoxCore,1,SandBoxCore/ModuleData/spcultures.xml,文化称呼与专名音译修订
