行号,范围,模块,分类,子分类,来源文件,XML路径,记录标签,记录ID,字段,字符串ID,英文原文,中文译文,翻译状态
40145,战帆DLC,NavalDLC,物品装备,naval_crafting_pieces.xml,NavalDLC/ModuleData/naval_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[148],CraftingPiece,spear_handle_rough_29,attr:name,mK55mQDs,Long Rough Spear Shaft,长粗矛杆,已翻译
40146,战帆DLC,NavalDLC,物品装备,naval_crafting_pieces.xml,NavalDLC/ModuleData/naval_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[149],CraftingPiece,spear_handle_rough_30,attr:name,3vv0XMGE,Short Rough Spear Shaft,短粗矛杆,已翻译
40147,战帆DLC,NavalDLC,物品装备,naval_crafting_pieces.xml,NavalDLC/ModuleData/naval_crafting_pieces.xml,/CraftingPieces[1]/CraftingPiece[150],CraftingPiece,coh_mace_handle_1,attr:name,5KcTbQc0,Bandit ScytheHandle,匪徒镰刀柄,已翻译
40505,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[1],CraftedItem,berserkr_axe,attr:name,j18j5Qq6,Berserkr Axe,贝瑟克尔斧,已翻译
40506,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[2],CraftedItem,nord_long_two_handed_t6,attr:name,VAl57s9g,Swift Wing Axe,疾风翼斧,已翻译
40507,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[3],CraftedItem,nord_long_two_handed_t3,attr:name,cJ5LcMg5,Swift Short Axe,疾风短斧,已翻译
40508,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[4],CraftedItem,naval_one_handed_axe_t1,attr:name,qvVAt2zm,Nordic Splitter Axe,诺德裂斧,已翻译
40509,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[5],CraftedItem,nord_throwing_axe_1_t4,attr:name,N7raeGmP,Engraved Throwing Axe,雕纹投掷斧,已翻译
40510,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[6],CraftedItem,nord_throwing_axe_2_t4,attr:name,bJ62ET4v,Hidebound Nord Throwing Axe,皮缠诺德投掷斧,已翻译
40511,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[7],CraftedItem,nord_throwing_axe_1_t5,attr:name,0jbO6asM,Balanced Engraved Throwing Axe,精制雕纹投斧,已翻译
40512,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[8],CraftedItem,nord_throwing_axe_2_t5,attr:name,3UBvbi2h,Balanced Nord Throwing Axe,精制诺德投斧,已翻译
40513,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[9],CraftedItem,nord_throwing_axe_1_t3,attr:name,gqbjCBld,Northern Throwing Axe,北境投掷斧,已翻译
40514,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[10],CraftedItem,nord_throwing_axe_1_t2,attr:name,5JAR12rb,Nord Throwing Axe,诺德投斧,已翻译
40515,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[11],CraftedItem,nord_twohanded_axe_1_t3,attr:name,BTjW1WU1,Nord Axe,诺德斧,已翻译
40516,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[12],CraftedItem,nord_twohanded_axe_2_t4,attr:name,dQgzH73b,Hollowed Wing Axe,镂空翼斧,已翻译
40517,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[13],CraftedItem,nord_twohanded_axe_3_t5,attr:name,qX8OuuUy,Reinforced Ravens Wing Axe,强化鸦翼斧,已翻译
40518,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[14],CraftedItem,nord_twohanded_axe_4_t5,attr:name,CHIq1ODq,Ravens Wing Axe,鸦翼斧,已翻译
40519,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[15],CraftedItem,nord_twohanded_axe_5_t4,attr:name,cQPMKMvU,Reinforced Hollowed Wing Axe,强化空心翼斧,已翻译
40520,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[16],CraftedItem,nord_twohanded_axe_6_t4,attr:name,qxDt8gnY,Reinforced Nord Axe,强化诺德斧,已翻译
40521,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[17],CraftedItem,nord_battle_axe_1_t5,attr:name,YY2saHfd,Engraved Nord Battle Axe,雕纹诺德战斧,已翻译
40522,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[18],CraftedItem,nord_battle_axe_2_t5,attr:name,qrYvaqWi,Nord Battle Axe,诺德战斧,已翻译
40523,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[19],CraftedItem,nord_battle_axe_3_t4,attr:name,UNqJ6cGH,Reinforced Leatherbound Battle Axe,强化皮缠战斧,已翻译
40524,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[20],CraftedItem,nord_battle_axe_4_t3,attr:name,vsbna9At,Leatherbound Hardened Battle Axe,皮缠硬化战斧,已翻译
40525,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[21],CraftedItem,nord_battle_axe_5_t3,attr:name,pgVdvzwq,Leatherbound Nord Battle Axe,皮缠诺德战斧,已翻译
40526,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[22],CraftedItem,nord_battle_axe_6_t2,attr:name,HoMaQ6dN,Drengr Long Axe,德伦格长斧,已翻译
40527,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[23],CraftedItem,nord_battle_axe_7_t2,attr:name,PCz9YN6I,Drengr Axe,德伦格斧,已翻译
40528,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[24],CraftedItem,nord_hatchett_1_t2,attr:name,wpUnYAKD,Nord Hatchett,诺德短斧,已翻译
40529,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[25],CraftedItem,nord_hatchett_2_t2,attr:name,4GjEF7BD,Leatherbound Nord Hatchett,皮缠诺德短斧,已翻译
40530,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[26],CraftedItem,nord_hatchett_3_t1,attr:name,p6Qcfrwq,Nord Work Hatchett,诺德工短斧,已翻译
40531,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[27],CraftedItem,nord_sword_1_t2,attr:name,sik8hNaJ,Ungmann Sword,青年剑,已翻译
40532,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[28],CraftedItem,nord_sword_1_t3,attr:name,C87U8HwK,Hirdmann Sword,家臣剑,已翻译
40533,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[29],CraftedItem,nord_sword_2_t3,attr:name,cpB5VNjK,Striped Nord Sword,条纹北地剑,已翻译
40534,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[30],CraftedItem,nord_sword_1_t4,attr:name,Pds2TJAU,Vargr Decorated Sword,恶狼饰剑,已翻译
40535,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[31],CraftedItem,nord_sword_2_t4,attr:name,gU5SXJS6,Decorated Fuller Sword,饰纹血槽剑,已翻译
40536,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[32],CraftedItem,nord_sword_3_t4,attr:name,I5a7SGbS,Ulfhednar Sword,乌尔夫赫德纳尔剑,已翻译
40537,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[33],CraftedItem,nord_sword_4_t4,attr:name,smRZRR4f,Thegn BroadSword,塞恩阔剑,已翻译
40538,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[34],CraftedItem,nord_sword_1_t5,attr:name,Wa2UM4an,Berserkr Sword,贝瑟克尔剑,已翻译
40539,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[35],CraftedItem,nord_sword_2_t5,attr:name,7UJtcxQL,Huscarl Runed Sword,胡斯卡尔符文剑,已翻译
40540,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[36],CraftedItem,nord_sword_3_t5,attr:name,PhdM4gka,Jarlsmenn Sword,雅尔斯曼剑,已翻译
40541,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[37],CraftedItem,nord_spear_1_t2,attr:name,ahLWzXL8,Knobbed Short Spear,球头短矛,已翻译
40542,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[38],CraftedItem,nord_spear_2_t2,attr:name,ksvfuLlS,Drilled Leaf Short Spear,钻孔叶刃短矛,已翻译
40543,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[39],CraftedItem,nord_spear_javelin_1_t3,attr:name,yPv2NFcd,Nord Javelin,诺德标枪,已翻译
40544,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[40],CraftedItem,nord_spear_1_t3,attr:name,ZslvBWEf,Decorated Leaf Spear,饰纹叶刃矛,已翻译
40545,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[41],CraftedItem,nord_spear_2_t3,attr:name,j8O8a16o,Hirdmann Spear,家臣矛,已翻译
40546,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[42],CraftedItem,nord_spear_1_t4,attr:name,bFCgpmjI,Thegn Long Spear,塞恩长矛,已翻译
40547,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[43],CraftedItem,nord_spear_atgeir_1_t4,attr:name,x9yX5WY1,Vargr Atgeir,恶狼战戟,已翻译
40548,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[44],CraftedItem,nord_spear_atgeir_1_t5,attr:name,Co7OJ4xk,Ulfhednar Atgeir,乌尔夫赫德纳尔战戟,已翻译
40549,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[45],CraftedItem,nord_spear_2_t5,attr:name,P3BMHUI7,Jarlsmenn Spear,雅尔斯曼矛,已翻译
40550,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[46],CraftedItem,nord_spear_3_t5,attr:name,i9emJMhc,Huscarl Spear,胡斯卡尔矛,已翻译
40551,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[47],CraftedItem,nord_spear_4_t5,attr:name,azZbPrLH,Horse Guard Spear,马卫矛,已翻译
40552,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/Item[1],Item,hook,attr:name,7zCPG8TR,Hook,钩,已翻译
40553,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[48],CraftedItem,nord_javelin_blunt,attr:name,HJtoTvEw,Golden Decorated Javelin,金饰标枪,已翻译
40554,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[49],CraftedItem,nord_atgeir_polearm_blunt,attr:name,UnzLkDwh,Sparring Atgeir,练习长戟,已翻译
40555,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[50],CraftedItem,nord_polearm_blunt,attr:name,IrfkUehV,Decorated Sparring Spear,饰纹练习矛,已翻译
40556,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[51],CraftedItem,nord_2haxe_blunt,attr:name,HZzitkbA,Nord Hollow Two Handed Axe,诺德空心双手斧,已翻译
40557,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[52],CraftedItem,nord_1haxe_blunt,attr:name,PtsMdvmg,Nord Etched Axe,诺德蚀刻斧,已翻译
40558,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[53],CraftedItem,nord_throwing_axe_blunt,attr:name,nUY0R3C5,Nord Sparring Throwing Axe,诺德练习投斧,已翻译
40559,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[54],CraftedItem,nord_1hsword_blunt,attr:name,c8vjF1OV,Embroidered Onehanded Sword,绣纹单手剑,已翻译
40560,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[55],CraftedItem,head_breaker_2haxe,attr:name,6JDP59hC,Head Breaker,碎颅者,已翻译
40561,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[56],CraftedItem,world_chopper__1haxe,attr:name,D9NTPNfb,World Chopper,断世斧,已翻译
40562,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[57],CraftedItem,barghasts_great_axe,attr:name,EvQfwcbG,Barghasts Great Axe,巴加斯特巨斧,已翻译
40563,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[58],CraftedItem,dagger_jambiya,attr:name,Hn6nlQ8W,Jambiya,贾姆比亚,已翻译
40564,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[59],CraftedItem,dagger_golden_claw,attr:name,twF8wm6u,Golden Claw,金爪,已翻译
40565,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[60],CraftedItem,captain_sword,attr:name,T1isi5ow,Nord Great Sword,诺德巨剑,已翻译
40566,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[61],CraftedItem,pirate_sword_1,attr:name,pIXFkzbE,Pirate Sword,海盗剑,已翻译
40567,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[62],CraftedItem,pirate_sword_2,attr:name,JNaO6ZbL,Pirate Hook Sword,海盗钩剑,已翻译
40568,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[63],CraftedItem,pirate_sword_3,attr:name,3cLifFla,Pirate Boarding Sword,海盗博丁剑,已翻译
40569,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[64],CraftedItem,pirate_axe,attr:name,auw0MX3B,Pirate Axe,海盗斧,已翻译
40570,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[65],CraftedItem,pirate_sword_4,attr:name,5sOaCRMf,Pirate Falchion Sword,海盗弯刀,已翻译
40571,战帆DLC,NavalDLC,物品装备,naval_weapons.xml,NavalDLC/ModuleData/naval_weapons.xml,/Items[1]/CraftedItem[66],CraftedItem,pirate_axe_2,attr:name,EfxxVF1z,Pirate Tzikurion Axe,海盗齐库里翁斧,已翻译
38949,战帆DLC,NavalDLC,国家文化家族,std_navaldlc_sandboxcore_spcultures_xslt.xml,NavalDLC/ModuleData/Languages/std_NavalDLC_SandBoxCore_SPCultures_xslt.xml,/base[1]/strings[1]/string[1],string,0l06BiHb,attr:text,0l06BiHb,Vanra,万拉,已翻译
38950,战帆DLC,NavalDLC,国家文化家族,std_navaldlc_sandboxcore_spcultures_xslt.xml,NavalDLC/ModuleData/Languages/std_NavalDLC_SandBoxCore_SPCultures_xslt.xml,/base[1]/strings[1]/string[2],string,0sawS3aZ,attr:text,0sawS3aZ,Thulgrimming,图尔格里明,已翻译
38951,战帆DLC,NavalDLC,国家文化家族,std_navaldlc_sandboxcore_spcultures_xslt.xml,NavalDLC/ModuleData/Languages/std_NavalDLC_SandBoxCore_SPCultures_xslt.xml,/base[1]/strings[1]/string[3],string,0wD3iaxo,attr:text,0wD3iaxo,Brigun,布里贡,已翻译
38952,战帆DLC,NavalDLC,国家文化家族,std_navaldlc_sandboxcore_spcultures_xslt.xml,NavalDLC/ModuleData/Languages/std_NavalDLC_SandBoxCore_SPCultures_xslt.xml,/base[1]/strings[1]/string[4],string,0yFuZkjJ,attr:text,0yFuZkjJ,Hlara,赫拉拉,已翻译
38953,战帆DLC,NavalDLC,国家文化家族,std_navaldlc_sandboxcore_spcultures_xslt.xml,NavalDLC/ModuleData/Languages/std_NavalDLC_SandBoxCore_SPCultures_xslt.xml,/base[1]/strings[1]/string[5],string,33RMewcs,attr:text,33RMewcs,Thuril,图里尔,已翻译
38954,战帆DLC,NavalDLC,国家文化家族,std_navaldlc_sandboxcore_spcultures_xslt.xml,NavalDLC/ModuleData/Languages/std_NavalDLC_SandBoxCore_SPCultures_xslt.xml,/base[1]/strings[1]/string[6],string,3EKsU4b7,attr:text,3EKsU4b7,Svalnar,斯瓦尔纳尔,已翻译
38955,战帆DLC,NavalDLC,国家文化家族,std_navaldlc_sandboxcore_spcultures_xslt.xml,NavalDLC/ModuleData/Languages/std_NavalDLC_SandBoxCore_SPCultures_xslt.xml,/base[1]/strings[1]/string[7],string,56ofZNUm,attr:text,56ofZNUm,Angeyja,安盖娅,已翻译
38956,战帆DLC,NavalDLC,国家文化家族,std_navaldlc_sandboxcore_spcultures_xslt.xml,NavalDLC/ModuleData/Languages/std_NavalDLC_SandBoxCore_SPCultures_xslt.xml,/base[1]/strings[1]/string[8],string,5A7IiaEK,attr:text,5A7IiaEK,Ithrun,伊特伦,已翻译
38957,战帆DLC,NavalDLC,国家文化家族,std_navaldlc_sandboxcore_spcultures_xslt.xml,NavalDLC/ModuleData/Languages/std_NavalDLC_SandBoxCore_SPCultures_xslt.xml,/base[1]/strings[1]/string[9],string,5BxEEMjj,attr:text,5BxEEMjj,Arnvula,阿恩武拉,已翻译
38958,战帆DLC,NavalDLC,国家文化家族,std_navaldlc_sandboxcore_spcultures_xslt.xml,NavalDLC/ModuleData/Languages/std_NavalDLC_SandBoxCore_SPCultures_xslt.xml,/base[1]/strings[1]/string[10],string,5Jav7tBV,attr:text,5Jav7tBV,Tholrik,索尔里克,已翻译
38959,战帆DLC,NavalDLC,国家文化家族,std_navaldlc_sandboxcore_spcultures_xslt.xml,NavalDLC/ModuleData/Languages/std_NavalDLC_SandBoxCore_SPCultures_xslt.xml,/base[1]/strings[1]/string[11],string,5oRLxphw,attr:text,5oRLxphw,Vimi,维米,已翻译
38960,战帆DLC,NavalDLC,国家文化家族,std_navaldlc_sandboxcore_spcultures_xslt.xml,NavalDLC/ModuleData/Languages/std_NavalDLC_SandBoxCore_SPCultures_xslt.xml,/base[1]/strings[1]/string[12],string,6WuwYvaT,attr:text,6WuwYvaT,Brynja,布林娅,已翻译
38961,战帆DLC,NavalDLC,国家文化家族,std_navaldlc_sandboxcore_spcultures_xslt.xml,NavalDLC/ModuleData/Languages/std_NavalDLC_SandBoxCore_SPCultures_xslt.xml,/base[1]/strings[1]/string[13],string,7w9qPxzl,attr:text,7w9qPxzl,Vulfrid,武尔弗里德,已翻译
38962,战帆DLC,NavalDLC,国家文化家族,std_navaldlc_sandboxcore_spcultures_xslt.xml,NavalDLC/ModuleData/Languages/std_NavalDLC_SandBoxCore_SPCultures_xslt.xml,/base[1]/strings[1]/string[14],string,8KbcYume,attr:text,8KbcYume,Gerdja,格尔德娅,已翻译
38963,战帆DLC,NavalDLC,国家文化家族,std_navaldlc_sandboxcore_spcultures_xslt.xml,NavalDLC/ModuleData/Languages/std_NavalDLC_SandBoxCore_SPCultures_xslt.xml,/base[1]/strings[1]/string[15],string,8QJmjfbg,attr:text,8QJmjfbg,Nidir,尼迪尔,已翻译
38964,战帆DLC,NavalDLC,国家文化家族,std_navaldlc_sandboxcore_spcultures_xslt.xml,NavalDLC/ModuleData/Languages/std_NavalDLC_SandBoxCore_SPCultures_xslt.xml,/base[1]/strings[1]/string[16],string,A7VyyEdR,attr:text,A7VyyEdR,Urisif,乌里西夫,已翻译
38965,战帆DLC,NavalDLC,国家文化家族,std_navaldlc_sandboxcore_spcultures_xslt.xml,NavalDLC/ModuleData/Languages/std_NavalDLC_SandBoxCore_SPCultures_xslt.xml,/base[1]/strings[1]/string[17],string,aa1o7C9b,attr:text,aa1o7C9b,Ulsten,乌尔斯滕,已翻译
38966,战帆DLC,NavalDLC,国家文化家族,std_navaldlc_sandboxcore_spcultures_xslt.xml,NavalDLC/ModuleData/Languages/std_NavalDLC_SandBoxCore_SPCultures_xslt.xml,/base[1]/strings[1]/string[18],string,ae0wJXAI,attr:text,ae0wJXAI,Knudir,克努迪尔,已翻译
38967,战帆DLC,NavalDLC,国家文化家族,std_navaldlc_sandboxcore_spcultures_xslt.xml,NavalDLC/ModuleData/Languages/std_NavalDLC_SandBoxCore_SPCultures_xslt.xml,/base[1]/strings[1]/string[19],string,aKiCqLT1,attr:text,aKiCqLT1,Kari,卡里,已翻译
38968,战帆DLC,NavalDLC,国家文化家族,std_navaldlc_sandboxcore_spcultures_xslt.xml,NavalDLC/ModuleData/Languages/std_NavalDLC_SandBoxCore_SPCultures_xslt.xml,/base[1]/strings[1]/string[20],string,AsZjJoaH,attr:text,AsZjJoaH,Fridrun,弗里德伦,已翻译
38969,战帆DLC,NavalDLC,国家文化家族,std_navaldlc_sandboxcore_spcultures_xslt.xml,NavalDLC/ModuleData/Languages/std_NavalDLC_SandBoxCore_SPCultures_xslt.xml,/base[1]/strings[1]/string[21],string,baHOn5Co,attr:text,baHOn5Co,Garmi,加米,已翻译
38970,战帆DLC,NavalDLC,国家文化家族,std_navaldlc_sandboxcore_spcultures_xslt.xml,NavalDLC/ModuleData/Languages/std_NavalDLC_SandBoxCore_SPCultures_xslt.xml,/base[1]/strings[1]/string[22],string,BDGIbnou,attr:text,BDGIbnou,Ota,奥塔,已翻译
38971,战帆DLC,NavalDLC,国家文化家族,std_navaldlc_sandboxcore_spcultures_xslt.xml,NavalDLC/ModuleData/Languages/std_NavalDLC_SandBoxCore_SPCultures_xslt.xml,/base[1]/strings[1]/string[23],string,BiKFG6f0,attr:text,BiKFG6f0,Frija,弗里娅,已翻译
38972,战帆DLC,NavalDLC,国家文化家族,std_navaldlc_sandboxcore_spcultures_xslt.xml,NavalDLC/ModuleData/Languages/std_NavalDLC_SandBoxCore_SPCultures_xslt.xml,/base[1]/strings[1]/string[24],string,bLTkig9T,attr:text,bLTkig9T,"The Nords live in the cold lands beyond the Byalic Sea. From their ancestral homes in the fjords of the Nordvyg, they have migrated west to the island of Beinland and east to the dark forests of the Jumne river. They grow what food they can in the rocky soils of their homeland, but their wealth comes from the sea - from walrus ivory, from whale oil, and from the raiding longships they send forth to harry the peoples of the south.",诺德人居住在比亚里克海彼岸的寒冷之地。他们从诺德维格峡湾的祖居西迁至贝因兰岛，东抵尤姆内河畔的幽暗森林。他们在故土多石的土地上尽力耕作，但财富却来自海洋——海象牙、鲸油，以及他们派往南方劫掠诸族的长船。,已翻译
